Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS, , ,Attend.,Notes
"Thu, Dec 12, 2019",10:30p,Portland Trail Blazers,99,Denver Nuggets,114,"['Box Score', '/boxscores/201912120DEN.html']",,"18,828",
"Fri, Dec 13, 2019",7:00p,Los Angeles Lakers,113,Miami Heat,110,"['Box Score', '/boxscores/201912130MIA.html']",,"20,013",
"Fri, Dec 13, 2019",7:00p,Houston Rockets,130,Orlando Magic,107,"['Box Score', '/boxscores/201912130ORL.html']",,"16,335",
"Fri, Dec 13, 2019",7:00p,New Orleans Pelicans,109,Philadelphia 76ers,116,"['Box Score', '/boxscores/201912130PHI.html']",,"20,620",
"Fri, Dec 13, 2019",7:30p,Indiana Pacers,110,Atlanta Hawks,100,"['Box Score', '/boxscores/201912130ATL.html']",,"15,121",
"Fri, Dec 13, 2019",8:00p,Charlotte Hornets,83,Chicago Bulls,73,"['Box Score', '/boxscores/201912130CHI.html']",,"18,377",
"Fri, Dec 13, 2019",8:00p,Milwaukee Bucks,127,Memphis Grizzlies,114,"['Box Score', '/boxscores/201912130MEM.html']",,"16,109",
"Fri, Dec 13, 2019",9:00p,Golden State Warriors,106,Utah Jazz,114,"['Box Score', '/boxscores/201912130UTA.html']",,"18,306",
"Fri, Dec 13, 2019",9:30p,Los Angeles Clippers,124,Minnesota Timberwolves,117,"['Box Score', '/boxscores/201912130MIN.html']",,"17,585",
"Fri, Dec 13, 2019",10:00p,New York Knicks,103,Sacramento Kings,101,"['Box Score', '/boxscores/201912130SAC.html']",,"17,583",
"Sat, Dec 14, 2019",5:00p,San Antonio Spurs,121,Phoenix Suns,119,"['Box Score', '/boxscores/201912140PHO.html']",OT,"20,013","at Mexico City, Mexico"
"Sat, Dec 14, 2019",7:30p,Brooklyn Nets,102,Toronto Raptors,110,"['Box Score', '/boxscores/201912140TOR.html']",,"19,800",
"Sat, Dec 14, 2019",8:00p,Los Angeles Clippers,106,Chicago Bulls,109,"['Box Score', '/boxscores/201912140CHI.html']",,"18,426",
"Sat, Dec 14, 2019",8:00p,Washington Wizards,111,Memphis Grizzlies,128,"['Box Score', '/boxscores/201912140MEM.html']",,"15,631",
"Sat, Dec 14, 2019",8:30p,Miami Heat,122,Dallas Mavericks,118,"['Box Score', '/boxscores/201912140DAL.html']",OT,"20,333",
"Sat, Dec 14, 2019",8:30p,Cleveland Cavaliers,108,Milwaukee Bucks,125,"['Box Score', '/boxscores/201912140MIL.html']",,"17,481",
"Sat, Dec 14, 2019",9:00p,Oklahoma City Thunder,102,Denver Nuggets,110,"['Box Score', '/boxscores/201912140DEN.html']",,"19,520",
"Sat, Dec 14, 2019",9:00p,Detroit Pistons,115,Houston Rockets,107,"['Box Score', '/boxscores/201912140HOU.html']",,"18,055",
"Sun, Dec 15, 2019",3:30p,Orlando Magic,130,New Orleans Pelicans,119,"['Box Score', '/boxscores/201912150NOP.html']",,"15,388",
"Sun, Dec 15, 2019",5:00p,Charlotte Hornets,85,Indiana Pacers,107,"['Box Score', '/boxscores/201912150IND.html']",,"16,061",
"Sun, Dec 15, 2019",6:00p,Los Angeles Lakers,101,Atlanta Hawks,96,"['Box Score', '/boxscores/201912150ATL.html']",,"16,962",
"Sun, Dec 15, 2019",6:00p,Philadelphia 76ers,89,Brooklyn Nets,109,"['Box Score', '/boxscores/201912150BRK.html']",,"17,732",
"Sun, Dec 15, 2019",8:00p,New York Knicks,105,Denver Nuggets,111,"['Box Score', '/boxscores/201912150DEN.html']",,"18,867",
"Sun, Dec 15, 2019",8:30p,Sacramento Kings,100,Golden State Warriors,79,"['Box Score', '/boxscores/201912150GSW.html']",,"18,064",
"Mon, Dec 16, 2019",7:00p,Washington Wizards,133,Detroit Pistons,119,"['Box Score', '/boxscores/201912160DET.html']",,"14,632",
"Mon, Dec 16, 2019",7:30p,Cleveland Cavaliers,113,Toronto Raptors,133,"['Box Score', '/boxscores/201912160TOR.html']",,"19,800",
"Mon, Dec 16, 2019",8:00p,San Antonio Spurs,107,Houston Rockets,109,"['Box Score', '/boxscores/201912160HOU.html']",,"18,055",
"Mon, Dec 16, 2019",8:00p,Miami Heat,111,Memphis Grizzlies,118,"['Box Score', '/boxscores/201912160MEM.html']",,"14,021",
"Mon, Dec 16, 2019",8:00p,Dallas Mavericks,120,Milwaukee Bucks,116,"['Box Score', '/boxscores/201912160MIL.html']",,"17,727",
"Mon, Dec 16, 2019",8:00p,Chicago Bulls,106,Oklahoma City Thunder,109,"['Box Score', '/boxscores/201912160OKC.html']",,"18,203",
"Mon, Dec 16, 2019",9:00p,Portland Trail Blazers,111,Phoenix Suns,110,"['Box Score', '/boxscores/201912160PHO.html']",,"14,193",
"Tue, Dec 17, 2019",7:00p,Sacramento Kings,102,Charlotte Hornets,110,"['Box Score', '/boxscores/201912170CHO.html']",,"13,229",
"Tue, Dec 17, 2019",7:00p,Los Angeles Lakers,102,Indiana Pacers,105,"['Box Score', '/boxscores/201912170IND.html']",,"17,923",
"Tue, Dec 17, 2019",7:30p,Atlanta Hawks,120,New York Knicks,143,"['Box Score', '/boxscores/201912170NYK.html']",,"18,268",
"Tue, Dec 17, 2019",8:00p,Brooklyn Nets,108,New Orleans Pelicans,101,"['Box Score', '/boxscores/201912170NOP.html']",OT,"15,177",
"Tue, Dec 17, 2019",9:00p,Orlando Magic,102,Utah Jazz,109,"['Box Score', '/boxscores/201912170UTA.html']",,"18,306",
"Tue, Dec 17, 2019",10:30p,Phoenix Suns,99,Los Angeles Clippers,120,"['Box Score', '/boxscores/201912170LAC.html']",,"19,068",
"Wed, Dec 18, 2019",7:00p,Charlotte Hornets,98,Cleveland Cavaliers,100,"['Box Score', '/boxscores/201912180CLE.html']",,"17,023",
"Wed, Dec 18, 2019",7:00p,Toronto Raptors,112,Detroit Pistons,99,"['Box Score', '/boxscores/201912180DET.html']",,"15,319",
"Wed, Dec 18, 2019",7:00p,Miami Heat,108,Philadelphia 76ers,104,"['Box Score', '/boxscores/201912180PHI.html']",,"20,715",
"Wed, Dec 18, 2019",7:00p,Chicago Bulls,110,Washington Wizards,109,"['Box Score', '/boxscores/201912180WAS.html']",OT,"14,987",
"Wed, Dec 18, 2019",8:00p,New Orleans Pelicans,107,Minnesota Timberwolves,99,"['Box Score', '/boxscores/201912180MIN.html']",,"12,490",
"Wed, Dec 18, 2019",8:00p,Memphis Grizzlies,122,Oklahoma City Thunder,126,"['Box Score', '/boxscores/201912180OKC.html']",,"18,203",
"Wed, Dec 18, 2019",9:00p,Orlando Magic,104,Denver Nuggets,113,"['Box Score', '/boxscores/201912180DEN.html']",,"18,182",
"Wed, Dec 18, 2019",9:30p,Boston Celtics,109,Dallas Mavericks,103,"['Box Score', '/boxscores/201912180DAL.html']",,"20,181",
"Wed, Dec 18, 2019",10:00p,Golden State Warriors,112,Portland Trail Blazers,122,"['Box Score', '/boxscores/201912180POR.html']",,"19,393",
"Thu, Dec 19, 2019",7:30p,Utah Jazz,111,Atlanta Hawks,106,"['Box Score', '/boxscores/201912190ATL.html']",,"16,739",
"Thu, Dec 19, 2019",8:00p,Los Angeles Lakers,104,Milwaukee Bucks,111,"['Box Score', '/boxscores/201912190MIL.html']",,"18,051",
"Thu, Dec 19, 2019",8:30p,Brooklyn Nets,105,San Antonio Spurs,118,"['Box Score', '/boxscores/201912190SAS.html']",,"18,354",
"Thu, Dec 19, 2019",10:30p,Houston Rockets,122,Los Angeles Clippers,117,"['Box Score', '/boxscores/201912190LAC.html']",,"19,068",
"Fri, Dec 20, 2019",7:00p,Memphis Grizzlies,107,Cleveland Cavaliers,114,"['Box Score', '/boxscores/201912200CLE.html']",,"19,432",
"Fri, Dec 20, 2019",7:00p,Sacramento Kings,105,Indiana Pacers,119,"['Box Score', '/boxscores/201912200IND.html']",,"14,649",
"Fri, Dec 20, 2019",7:30p,Detroit Pistons,93,Boston Celtics,114,"['Box Score', '/boxscores/201912200BOS.html']",,"19,156",
"Fri, Dec 20, 2019",7:30p,Washington Wizards,118,Toronto Raptors,122,"['Box Score', '/boxscores/201912200TOR.html']",,"19,800",
"Fri, Dec 20, 2019",8:00p,New York Knicks,114,Miami Heat,129,"['Box Score', '/boxscores/201912200MIA.html']",,"19,704",
"Fri, Dec 20, 2019",8:00p,Phoenix Suns,108,Oklahoma City Thunder,126,"['Box Score', '/boxscores/201912200OKC.html']",,"18,203",
"Fri, Dec 20, 2019",8:00p,Dallas Mavericks,117,Philadelphia 76ers,98,"['Box Score', '/boxscores/201912200PHI.html']",,"20,778",
"Fri, Dec 20, 2019",9:00p,Minnesota Timberwolves,100,Denver Nuggets,109,"['Box Score', '/boxscores/201912200DEN.html']",,"19,520",
"Fri, Dec 20, 2019",10:00p,Orlando Magic,103,Portland Trail Blazers,118,"['Box Score', '/boxscores/201912200POR.html']",,"19,393",
"Fri, Dec 20, 2019",10:30p,New Orleans Pelicans,102,Golden State Warriors,106,"['Box Score', '/boxscores/201912200GSW.html']",,"18,064",
"Sat, Dec 21, 2019",5:00p,Utah Jazz,114,Charlotte Hornets,107,"['Box Score', '/boxscores/201912210CHO.html']",,"16,187",
"Sat, Dec 21, 2019",6:00p,Atlanta Hawks,112,Brooklyn Nets,122,"['Box Score', '/boxscores/201912210BRK.html']",,"16,496",
"Sat, Dec 21, 2019",7:00p,Chicago Bulls,119,Detroit Pistons,107,"['Box Score', '/boxscores/201912210DET.html']",,"15,948",
"Sat, Dec 21, 2019",7:00p,Washington Wizards,108,Philadelphia 76ers,125,"['Box Score', '/boxscores/201912210PHI.html']",,"20,529",
"Sat, Dec 21, 2019",7:30p,Milwaukee Bucks,123,New York Knicks,102,"['Box Score', '/boxscores/201912210NYK.html']",,"18,124",
"Sat, Dec 21, 2019",8:00p,Sacramento Kings,115,Memphis Grizzlies,119,"['Box Score', '/boxscores/201912210MEM.html']",,"15,603",
"Sat, Dec 21, 2019",8:30p,Los Angeles Clippers,134,San Antonio Spurs,109,"['Box Score', '/boxscores/201912210SAS.html']",,"18,354",
"Sat, Dec 21, 2019",9:00p,Houston Rockets,139,Phoenix Suns,125,"['Box Score', '/boxscores/201912210PHO.html']",,"16,061",
"Sat, Dec 21, 2019",10:00p,Minnesota Timberwolves,106,Portland Trail Blazers,113,"['Box Score', '/boxscores/201912210POR.html']",,"19,393",
"Sun, Dec 22, 2019",3:30p,Dallas Mavericks,107,Toronto Raptors,110,"['Box Score', '/boxscores/201912220TOR.html']",,"19,800",
"Sun, Dec 22, 2019",6:00p,Charlotte Hornets,93,Boston Celtics,119,"['Box Score', '/boxscores/201912220BOS.html']",,"19,156",
"Sun, Dec 22, 2019",7:00p,Indiana Pacers,89,Milwaukee Bucks,117,"['Box Score', '/boxscores/201912220MIL.html']",,"18,029",
"Sun, Dec 22, 2019",7:00p,Los Angeles Clippers,112,Oklahoma City Thunder,118,"['Box Score', '/boxscores/201912220OKC.html']",,"18,203",
"Sun, Dec 22, 2019",9:30p,Denver Nuggets,128,Los Angeles Lakers,104,"['Box Score', '/boxscores/201912220LAL.html']",,"18,997",
"Mon, Dec 23, 2019",7:00p,Atlanta Hawks,118,Cleveland Cavaliers,121,"['Box Score', '/boxscores/201912230CLE.html']",,"18,007",
"Mon, Dec 23, 2019",7:00p,Philadelphia 76ers,125,Detroit Pistons,109,"['Box Score', '/boxscores/201912230DET.html']",,"16,476",
"Mon, Dec 23, 2019",7:00p,Toronto Raptors,115,Indiana Pacers,120,"['Box Score', '/boxscores/201912230IND.html']",OT,"17,164",
"Mon, Dec 23, 2019",7:00p,Washington Wizards,121,New York Knicks,115,"['Box Score', '/boxscores/201912230NYK.html']",,"19,413",
"Mon, Dec 23, 2019",7:00p,Chicago Bulls,95,Orlando Magic,103,"['Box Score', '/boxscores/201912230ORL.html']",,"18,846",
"Mon, Dec 23, 2019",7:30p,Utah Jazz,104,Miami Heat,107,"['Box Score', '/boxscores/201912230MIA.html']",,"19,890",
"Mon, Dec 23, 2019",8:00p,San Antonio Spurs,145,Memphis Grizzlies,115,"['Box Score', '/boxscores/201912230MEM.html']",,"16,776",
"Mon, Dec 23, 2019",9:00p,Denver Nuggets,113,Phoenix Suns,111,"['Box Score', '/boxscores/201912230PHO.html']",,"16,041",
"Mon, Dec 23, 2019",10:00p,New Orleans Pelicans,102,Portland Trail Blazers,94,"['Box Score', '/boxscores/201912230POR.html']",,"19,499",
"Mon, Dec 23, 2019",10:00p,Houston Rockets,113,Sacramento Kings,104,"['Box Score', '/boxscores/201912230SAC.html']",,"17,583",
"Mon, Dec 23, 2019",10:30p,Minnesota Timberwolves,104,Golden State Warriors,113,"['Box Score', '/boxscores/201912230GSW.html']",,"18,064",
"Wed, Dec 25, 2019",12:00p,Boston Celtics,118,Toronto Raptors,102,"['Box Score', '/boxscores/201912250TOR.html']",,"19,800",
"Wed, Dec 25, 2019",2:30p,Milwaukee Bucks,109,Philadelphia 76ers,121,"['Box Score', '/boxscores/201912250PHI.html']",,"21,028",
"Wed, Dec 25, 2019",5:00p,Houston Rockets,104,Golden State Warriors,116,"['Box Score', '/boxscores/201912250GSW.html']",,"18,064",
"Wed, Dec 25, 2019",8:00p,Los Angeles Clippers,111,Los Angeles Lakers,106,"['Box Score', '/boxscores/201912250LAL.html']",,"18,997",
"Wed, Dec 25, 2019",10:30p,New Orleans Pelicans,112,Denver Nuggets,100,"['Box Score', '/boxscores/201912250DEN.html']",,"19,520",
"Thu, Dec 26, 2019",7:00p,Washington Wizards,102,Detroit Pistons,132,"['Box Score', '/boxscores/201912260DET.html']",,"17,188",
"Thu, Dec 26, 2019",7:30p,New York Knicks,94,Brooklyn Nets,82,"['Box Score', '/boxscores/201912260BRK.html']",,"17,732",
"Thu, Dec 26, 2019",8:00p,San Antonio Spurs,98,Dallas Mavericks,102,"['Box Score', '/boxscores/201912260DAL.html']",,"20,427",
"Thu, Dec 26, 2019",8:00p,Memphis Grizzlies,110,Oklahoma City Thunder,97,"['Box Score', '/boxscores/201912260OKC.html']",,"18,203",
"Thu, Dec 26, 2019",10:00p,Minnesota Timberwolves,105,Sacramento Kings,104,"['Box Score', '/boxscores/201912260SAC.html']",2OT,"17,583",
"Thu, Dec 26, 2019",10:30p,Portland Trail Blazers,115,Utah Jazz,121,"['Box Score', '/boxscores/201912260UTA.html']",,"18,306",
"Fri, Dec 27, 2019",4:00p,Cleveland Cavaliers,117,Boston Celtics,129,"['Box Score', '/boxscores/201912270BOS.html']",,"19,156",
"Fri, Dec 27, 2019",7:00p,Oklahoma City Thunder,104,Charlotte Hornets,102,"['Box Score', '/boxscores/201912270CHO.html']",OT,"18,418",
"Fri, Dec 27, 2019",7:00p,Philadelphia 76ers,97,Orlando Magic,98,"['Box Score', '/boxscores/201912270ORL.html']",,"17,311",
"Fri, Dec 27, 2019",7:30p,Milwaukee Bucks,112,Atlanta Hawks,86,"['Box Score', '/boxscores/201912270ATL.html']",,"17,358",
"Fri, Dec 27, 2019",8:00p,Indiana Pacers,112,Miami Heat,113,"['Box Score', '/boxscores/201912270MIA.html']",,"19,767",
"Fri, Dec 27, 2019",10:30p,Phoenix Suns,96,Golden State Warriors,105,"['Box Score', '/boxscores/201912270GSW.html']",,"18,064",
"Sat, Dec 28, 2019",5:00p,Memphis Grizzlies,110,Denver Nuggets,119,"['Box Score', '/boxscores/201912280DEN.html']",,"19,697",
"Sat, Dec 28, 2019",7:00p,Toronto Raptors,113,Boston Celtics,97,"['Box Score', '/boxscores/201912280BOS.html']",,"19,156",
"Sat, Dec 28, 2019",7:00p,Indiana Pacers,98,New Orleans Pelicans,120,"['Box Score', '/boxscores/201912280NOP.html']",,"15,391",
"Sat, Dec 28, 2019",8:00p,Atlanta Hawks,81,Chicago Bulls,116,"['Box Score', '/boxscores/201912280CHI.html']",,"21,496",
"Sat, Dec 28, 2019",8:00p,Brooklyn Nets,98,Houston Rockets,108,"['Box Score', '/boxscores/201912280HOU.html']",,"18,306",
"Sat, Dec 28, 2019",8:00p,Philadelphia 76ers,116,Miami Heat,117,"['Box Score', '/boxscores/201912280MIA.html']",OT,"19,865",
"Sat, Dec 28, 2019",8:00p,Cleveland Cavaliers,94,Minnesota Timberwolves,88,"['Box Score', '/boxscores/201912280MIN.html']",,"15,411",
"Sat, Dec 28, 2019",8:00p,New York Knicks,107,Washington Wizards,100,"['Box Score', '/boxscores/201912280WAS.html']",,"19,033",
"Sat, Dec 28, 2019",8:30p,Dallas Mavericks,141,Golden State Warriors,121,"['Box Score', '/boxscores/201912280GSW.html']",,"18,064",
"Sat, Dec 28, 2019",8:30p,Orlando Magic,100,Milwaukee Bucks,111,"['Box Score', '/boxscores/201912280MIL.html']",,"17,920",
"Sat, Dec 28, 2019",8:30p,Detroit Pistons,109,San Antonio Spurs,136,"['Box Score', '/boxscores/201912280SAS.html']",,"18,524",
"Sat, Dec 28, 2019",9:00p,Phoenix Suns,112,Sacramento Kings,110,"['Box Score', '/boxscores/201912280SAC.html']",,"17,583",
"Sat, Dec 28, 2019",10:00p,Los Angeles Lakers,128,Portland Trail Blazers,120,"['Box Score', '/boxscores/201912280POR.html']",,"19,960",
"Sat, Dec 28, 2019",10:30p,Utah Jazz,120,Los Angeles Clippers,107,"['Box Score', '/boxscores/201912280LAC.html']",,"19,068",
"Sun, Dec 29, 2019",6:00p,Oklahoma City Thunder,98,Toronto Raptors,97,"['Box Score', '/boxscores/201912290TOR.html']",,"19,800",
"Sun, Dec 29, 2019",8:00p,Sacramento Kings,115,Denver Nuggets,120,"['Box Score', '/boxscores/201912290DEN.html']",,"19,520",
"Sun, Dec 29, 2019",8:00p,Charlotte Hornets,104,Memphis Grizzlies,117,"['Box Score', '/boxscores/201912290MEM.html']",,"16,842",
"Sun, Dec 29, 2019",8:00p,Houston Rockets,112,New Orleans Pelicans,127,"['Box Score', '/boxscores/201912290NOP.html']",,"17,712",
"Sun, Dec 29, 2019",9:30p,Dallas Mavericks,95,Los Angeles Lakers,108,"['Box Score', '/boxscores/201912290LAL.html']",,"18,997",
"Mon, Dec 30, 2019",7:00p,Atlanta Hawks,101,Orlando Magic,93,"['Box Score', '/boxscores/201912300ORL.html']",,"17,784",
"Mon, Dec 30, 2019",7:00p,Miami Heat,105,Washington Wizards,123,"['Box Score', '/boxscores/201912300WAS.html']",,"20,476",
"Mon, Dec 30, 2019",8:00p,Milwaukee Bucks,123,Chicago Bulls,102,"['Box Score', '/boxscores/201912300CHI.html']",,"21,954",
"Mon, Dec 30, 2019",8:00p,Brooklyn Nets,115,Minnesota Timberwolves,122,"['Box Score', '/boxscores/201912300MIN.html']",OT,"15,824",
"Mon, Dec 30, 2019",9:00p,Detroit Pistons,81,Utah Jazz,104,"['Box Score', '/boxscores/201912300UTA.html']",,"18,306",
"Mon, Dec 30, 2019",10:00p,Phoenix Suns,122,Portland Trail Blazers,116,"['Box Score', '/boxscores/201912300POR.html']",,"19,896",
"Tue, Dec 31, 2019",3:00p,Boston Celtics,109,Charlotte Hornets,92,"['Box Score', '/boxscores/201912310CHO.html']",,"19,216",
"Tue, Dec 31, 2019",3:00p,Philadelphia 76ers,97,Indiana Pacers,115,"['Box Score', '/boxscores/201912310IND.html']",,"17,923",
"Tue, Dec 31, 2019",5:00p,Los Angeles Clippers,105,Sacramento Kings,87,"['Box Score', '/boxscores/201912310SAC.html']",,"16,231",
"Tue, Dec 31, 2019",7:00p,Denver Nuggets,104,Houston Rockets,130,"['Box Score', '/boxscores/201912310HOU.html']",,"18,055",
"Tue, Dec 31, 2019",7:00p,Golden State Warriors,113,San Antonio Spurs,117,"['Box Score', '/boxscores/201912310SAS.html']",OT,"18,354",
"Tue, Dec 31, 2019",7:00p,Cleveland Cavaliers,97,Toronto Raptors,117,"['Box Score', '/boxscores/201912310TOR.html']",,"19,800",
"Tue, Dec 31, 2019",8:00p,Dallas Mavericks,101,Oklahoma City Thunder,106,"['Box Score', '/boxscores/201912310OKC.html']",,"18,203",
"Wed, Jan 1, 2020",6:00p,Orlando Magic,122,Washington Wizards,101,"['Box Score', '/boxscores/202001010WAS.html']",,"14,921",
"Wed, Jan 1, 2020",7:30p,Portland Trail Blazers,93,New York Knicks,117,"['Box Score', '/boxscores/202001010NYK.html']",,"19,812",
"Wed, Jan 1, 2020",8:00p,Minnesota Timberwolves,104,Milwaukee Bucks,106,"['Box Score', '/boxscores/202001010MIL.html']",,"17,819",
"Wed, Jan 1, 2020",10:30p,Phoenix Suns,107,Los Angeles Lakers,117,"['Box Score', '/boxscores/202001010LAL.html']",,"18,997",
"Thu, Jan 2, 2020",7:00p,Charlotte Hornets,109,Cleveland Cavaliers,106,"['Box Score', '/boxscores/202001020CLE.html']",,"17,859",
"Thu, Jan 2, 2020",7:00p,Denver Nuggets,124,Indiana Pacers,116,"['Box Score', '/boxscores/202001020IND.html']",,"16,688",
"Thu, Jan 2, 2020",7:30p,Toronto Raptors,76,Miami Heat,84,"['Box Score', '/boxscores/202001020MIA.html']",,"19,939",
"Thu, Jan 2, 2020",8:00p,Utah Jazz,102,Chicago Bulls,98,"['Box Score', '/boxscores/202001020CHI.html']",,"19,398",
"Thu, Jan 2, 2020",8:00p,Golden State Warriors,84,Minnesota Timberwolves,99,"['Box Score', '/boxscores/202001020MIN.html']",,"15,477",
"Thu, Jan 2, 2020",8:30p,Brooklyn Nets,111,Dallas Mavericks,123,"['Box Score', '/boxscores/202001020DAL.html']",,"20,289",
"Thu, Jan 2, 2020",8:30p,Oklahoma City Thunder,109,San Antonio Spurs,103,"['Box Score', '/boxscores/202001020SAS.html']",,"18,354",
"Thu, Jan 2, 2020",10:00p,Memphis Grizzlies,123,Sacramento Kings,128,"['Box Score', '/boxscores/202001020SAC.html']",,"17,351",
"Thu, Jan 2, 2020",10:30p,Detroit Pistons,112,Los Angeles Clippers,126,"['Box Score', '/boxscores/202001020LAC.html']",,"19,068",
"Fri, Jan 3, 2020",7:00p,Atlanta Hawks,106,Boston Celtics,109,"['Box Score', '/boxscores/202001030BOS.html']",,"19,156",
"Fri, Jan 3, 2020",7:00p,Miami Heat,85,Orlando Magic,105,"['Box Score', '/boxscores/202001030ORL.html']",,"17,198",
"Fri, Jan 3, 2020",7:00p,Portland Trail Blazers,122,Washington Wizards,103,"['Box Score', '/boxscores/202001030WAS.html']",,"17,945",
"Fri, Jan 3, 2020",8:00p,Philadelphia 76ers,108,Houston Rockets,118,"['Box Score', '/boxscores/202001030HOU.html']",,"18,055",
"Fri, Jan 3, 2020",9:00p,New York Knicks,112,Phoenix Suns,120,"['Box Score', '/boxscores/202001030PHO.html']",,"18,055",
"Fri, Jan 3, 2020",10:30p,New Orleans Pelicans,113,Los Angeles Lakers,123,"['Box Score', '/boxscores/202001030LAL.html']",,"18,997",
"Sat, Jan 4, 2020",3:30p,Memphis Grizzlies,140,Los Angeles Clippers,114,"['Box Score', '/boxscores/202001040LAC.html']",,"19,068",
"Sat, Jan 4, 2020",6:00p,Toronto Raptors,121,Brooklyn Nets,102,"['Box Score', '/boxscores/202001040BRK.html']",,"17,732",
"Sat, Jan 4, 2020",7:00p,Utah Jazz,109,Orlando Magic,96,"['Box Score', '/boxscores/202001040ORL.html']",,"16,913",
"Sat, Jan 4, 2020",7:30p,Indiana Pacers,111,Atlanta Hawks,116,"['Box Score', '/boxscores/202001040ATL.html']",,"16,420",
"Sat, Jan 4, 2020",7:30p,Oklahoma City Thunder,121,Cleveland Cavaliers,106,"['Box Score', '/boxscores/202001040CLE.html']",,"19,432",
"Sat, Jan 4, 2020",8:00p,Boston Celtics,111,Chicago Bulls,104,"['Box Score', '/boxscores/202001040CHI.html']",,"21,130",
"Sat, Jan 4, 2020",8:00p,Denver Nuggets,114,Washington Wizards,128,"['Box Score', '/boxscores/202001040WAS.html']",,"16,233",
"Sat, Jan 4, 2020",8:30p,Charlotte Hornets,123,Dallas Mavericks,120,"['Box Score', '/boxscores/202001040DAL.html']",OT,"20,327",
"Sat, Jan 4, 2020",8:30p,Detroit Pistons,111,Golden State Warriors,104,"['Box Score', '/boxscores/202001040GSW.html']",,"18,064",
"Sat, Jan 4, 2020",8:30p,San Antonio Spurs,118,Milwaukee Bucks,127,"['Box Score', '/boxscores/202001040MIL.html']",,"18,002",
"Sat, Jan 4, 2020",10:00p,New Orleans Pelicans,117,Sacramento Kings,115,"['Box Score', '/boxscores/202001040SAC.html']",,"16,808",
"Sun, Jan 5, 2020",3:30p,New York Knicks,132,Los Angeles Clippers,135,"['Box Score', '/boxscores/202001050LAC.html']",,"19,068",
"Sun, Jan 5, 2020",6:00p,Portland Trail Blazers,111,Miami Heat,122,"['Box Score', '/boxscores/202001050MIA.html']",,"19,846",
"Sun, Jan 5, 2020",7:30p,Minnesota Timberwolves,118,Cleveland Cavaliers,103,"['Box Score', '/boxscores/202001050CLE.html']",,"16,159",
"Sun, Jan 5, 2020",8:00p,Memphis Grizzlies,121,Phoenix Suns,114,"['Box Score', '/boxscores/202001050PHO.html']",,"14,181",
"Sun, Jan 5, 2020",10:00p,Detroit Pistons,99,Los Angeles Lakers,106,"['Box Score', '/boxscores/202001050LAL.html']",,"18,997",
"Mon, Jan 6, 2020",7:00p,Indiana Pacers,115,Charlotte Hornets,104,"['Box Score', '/boxscores/202001060CHO.html']",,"13,009",
"Mon, Jan 6, 2020",7:00p,Brooklyn Nets,89,Orlando Magic,101,"['Box Score', '/boxscores/202001060ORL.html']",,"15,008",
"Mon, Jan 6, 2020",7:00p,Oklahoma City Thunder,113,Philadelphia 76ers,120,"['Box Score', '/boxscores/202001060PHI.html']",,"20,561",
"Mon, Jan 6, 2020",7:00p,Boston Celtics,94,Washington Wizards,99,"['Box Score', '/boxscores/202001060WAS.html']",,"17,963",
"Mon, Jan 6, 2020",7:30p,Denver Nuggets,123,Atlanta Hawks,115,"['Box Score', '/boxscores/202001060ATL.html']",,"15,286",
"Mon, Jan 6, 2020",8:00p,Utah Jazz,128,New Orleans Pelicans,126,"['Box Score', '/boxscores/202001060NOP.html']",,"14,138",
"Mon, Jan 6, 2020",8:30p,Chicago Bulls,110,Dallas Mavericks,118,"['Box Score', '/boxscores/202001060DAL.html']",,"20,238",
"Mon, Jan 6, 2020",8:30p,Milwaukee Bucks,104,San Antonio Spurs,126,"['Box Score', '/boxscores/202001060SAS.html']",,"18,354",
"Mon, Jan 6, 2020",10:00p,Golden State Warriors,98,Sacramento Kings,111,"['Box Score', '/boxscores/202001060SAC.html']",,"15,819",
"Tue, Jan 7, 2020",7:00p,Detroit Pistons,115,Cleveland Cavaliers,113,"['Box Score', '/boxscores/202001070CLE.html']",,"17,274",
"Tue, Jan 7, 2020",7:00p,Portland Trail Blazers,101,Toronto Raptors,99,"['Box Score', '/boxscores/202001070TOR.html']",,"19,800",
"Tue, Jan 7, 2020",7:30p,Oklahoma City Thunder,111,Brooklyn Nets,103,"['Box Score', '/boxscores/202001070BRK.html']",OT,"15,677",
"Tue, Jan 7, 2020",8:00p,Minnesota Timberwolves,112,Memphis Grizzlies,119,"['Box Score', '/boxscores/202001070MEM.html']",,"14,117",
"Tue, Jan 7, 2020",9:00p,Sacramento Kings,114,Phoenix Suns,103,"['Box Score', '/boxscores/202001070PHO.html']",,"14,134",
"Tue, Jan 7, 2020",10:30p,New York Knicks,87,Los Angeles Lakers,117,"['Box Score', '/boxscores/202001070LAL.html']",,"18,997",
"Wed, Jan 8, 2020",7:00p,San Antonio Spurs,129,Boston Celtics,114,"['Box Score', '/boxscores/202001080BOS.html']",,"19,156",
"Wed, Jan 8, 2020",7:00p,Toronto Raptors,112,Charlotte Hornets,110,"['Box Score', '/boxscores/202001080CHO.html']",OT,"13,965",
"Wed, Jan 8, 2020",7:00p,Miami Heat,122,Indiana Pacers,108,"['Box Score', '/boxscores/202001080IND.html']",,"17,040",
