Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS, , ,Attend.,Notes
"Sat, Dec 9, 2017",3:30p,Washington Wizards,112,Los Angeles Clippers,113,"['Box Score', '/boxscores/201712090LAC.html']",,"15,739",
"Sat, Dec 9, 2017",6:00p,Miami Heat,101,Brooklyn Nets,89,"['Box Score', '/boxscores/201712090BRK.html']",,"19,777","at Mexico City, Mexico"
"Sat, Dec 9, 2017",7:00p,Los Angeles Lakers,110,Charlotte Hornets,99,"['Box Score', '/boxscores/201712090CHO.html']",,"19,320",
"Sat, Dec 9, 2017",7:30p,Orlando Magic,110,Atlanta Hawks,117,"['Box Score', '/boxscores/201712090ATL.html']",,"12,719",
"Sat, Dec 9, 2017",8:00p,New York Knicks,102,Chicago Bulls,104,"['Box Score', '/boxscores/201712090CHI.html']",,"20,149",
"Sat, Dec 9, 2017",8:00p,Philadelphia 76ers,98,Cleveland Cavaliers,105,"['Box Score', '/boxscores/201712090CLE.html']",,"20,562",
"Sat, Dec 9, 2017",8:30p,Utah Jazz,100,Milwaukee Bucks,117,"['Box Score', '/boxscores/201712090MIL.html']",,"16,675",
"Sat, Dec 9, 2017",9:00p,Oklahoma City Thunder,102,Memphis Grizzlies,101,"['Box Score', '/boxscores/201712090MEM.html']",OT,"17,794",
"Sat, Dec 9, 2017",9:00p,San Antonio Spurs,104,Phoenix Suns,101,"['Box Score', '/boxscores/201712090PHO.html']",,"16,575",
"Sat, Dec 9, 2017",10:00p,Houston Rockets,124,Portland Trail Blazers,117,"['Box Score', '/boxscores/201712090POR.html']",,"19,503",
"Sun, Dec 10, 2017",3:30p,Toronto Raptors,102,Sacramento Kings,87,"['Box Score', '/boxscores/201712100SAC.html']",,"17,583",
"Sun, Dec 10, 2017",4:00p,Boston Celtics,91,Detroit Pistons,81,"['Box Score', '/boxscores/201712100DET.html']",,"18,776",
"Sun, Dec 10, 2017",5:00p,Denver Nuggets,116,Indiana Pacers,126,"['Box Score', '/boxscores/201712100IND.html']",OT,"14,587",
"Sun, Dec 10, 2017",7:00p,Dallas Mavericks,92,Minnesota Timberwolves,97,"['Box Score', '/boxscores/201712100MIN.html']",,"13,094",
"Sun, Dec 10, 2017",7:00p,Philadelphia 76ers,124,New Orleans Pelicans,131,"['Box Score', '/boxscores/201712100NOP.html']",,"16,878",
"Sun, Dec 10, 2017",7:30p,Atlanta Hawks,107,New York Knicks,111,"['Box Score', '/boxscores/201712100NYK.html']",,"19,189",
"Mon, Dec 11, 2017",8:00p,Boston Celtics,85,Chicago Bulls,108,"['Box Score', '/boxscores/201712110CHI.html']",,"19,617",
"Mon, Dec 11, 2017",8:00p,New Orleans Pelicans,123,Houston Rockets,130,"['Box Score', '/boxscores/201712110HOU.html']",,"18,055",
"Mon, Dec 11, 2017",8:00p,Miami Heat,107,Memphis Grizzlies,82,"['Box Score', '/boxscores/201712110MEM.html']",,"14,857",
"Mon, Dec 11, 2017",8:00p,Charlotte Hornets,116,Oklahoma City Thunder,103,"['Box Score', '/boxscores/201712110OKC.html']",,"18,203",
"Mon, Dec 11, 2017",10:30p,Portland Trail Blazers,104,Golden State Warriors,111,"['Box Score', '/boxscores/201712110GSW.html']",,"19,596",
"Mon, Dec 11, 2017",10:30p,Toronto Raptors,91,Los Angeles Clippers,96,"['Box Score', '/boxscores/201712110LAC.html']",,"16,658",
"Tue, Dec 12, 2017",7:00p,Atlanta Hawks,114,Cleveland Cavaliers,123,"['Box Score', '/boxscores/201712120CLE.html']",,"20,562",
"Tue, Dec 12, 2017",7:00p,Denver Nuggets,103,Detroit Pistons,84,"['Box Score', '/boxscores/201712120DET.html']",,"15,480",
"Tue, Dec 12, 2017",7:00p,Los Angeles Lakers,109,New York Knicks,113,"['Box Score', '/boxscores/201712120NYK.html']",OT,"19,359",
"Tue, Dec 12, 2017",7:30p,Washington Wizards,98,Brooklyn Nets,103,"['Box Score', '/boxscores/201712120BRK.html']",,"14,515",
"Tue, Dec 12, 2017",8:30p,San Antonio Spurs,89,Dallas Mavericks,95,"['Box Score', '/boxscores/201712120DAL.html']",,"19,874",
"Tue, Dec 12, 2017",9:30p,Philadelphia 76ers,118,Minnesota Timberwolves,112,"['Box Score', '/boxscores/201712120MIN.html']",OT,"14,659",
"Tue, Dec 12, 2017",10:00p,Phoenix Suns,92,Sacramento Kings,99,"['Box Score', '/boxscores/201712120SAC.html']",,"17,583",
"Wed, Dec 13, 2017",7:00p,Oklahoma City Thunder,100,Indiana Pacers,95,"['Box Score', '/boxscores/201712130IND.html']",,"17,923",
"Wed, Dec 13, 2017",7:00p,Los Angeles Clippers,106,Orlando Magic,95,"['Box Score', '/boxscores/201712130ORL.html']",,"16,011",
"Wed, Dec 13, 2017",7:00p,Memphis Grizzlies,87,Washington Wizards,93,"['Box Score', '/boxscores/201712130WAS.html']",,"15,297",
"Wed, Dec 13, 2017",7:30p,Denver Nuggets,118,Boston Celtics,124,"['Box Score', '/boxscores/201712130BOS.html']",,"18,624",
"Wed, Dec 13, 2017",7:30p,Portland Trail Blazers,102,Miami Heat,95,"['Box Score', '/boxscores/201712130MIA.html']",,"19,600",
"Wed, Dec 13, 2017",8:00p,Utah Jazz,100,Chicago Bulls,103,"['Box Score', '/boxscores/201712130CHI.html']",,"18,102",
"Wed, Dec 13, 2017",8:00p,Milwaukee Bucks,108,New Orleans Pelicans,115,"['Box Score', '/boxscores/201712130NOP.html']",,"16,863",
"Wed, Dec 13, 2017",9:00p,Toronto Raptors,115,Phoenix Suns,109,"['Box Score', '/boxscores/201712130PHO.html']",,"15,517",
"Wed, Dec 13, 2017",9:30p,Charlotte Hornets,96,Houston Rockets,108,"['Box Score', '/boxscores/201712130HOU.html']",,"16,509",
"Thu, Dec 14, 2017",7:30p,Detroit Pistons,105,Atlanta Hawks,91,"['Box Score', '/boxscores/201712140ATL.html']",,"13,548",
"Thu, Dec 14, 2017",7:30p,New York Knicks,111,Brooklyn Nets,104,"['Box Score', '/boxscores/201712140BRK.html']",,"17,732",
"Thu, Dec 14, 2017",8:00p,Los Angeles Lakers,112,Cleveland Cavaliers,121,"['Box Score', '/boxscores/201712140CLE.html']",,"20,562",
"Thu, Dec 14, 2017",8:00p,Sacramento Kings,96,Minnesota Timberwolves,119,"['Box Score', '/boxscores/201712140MIN.html']",,"11,126",
"Thu, Dec 14, 2017",10:30p,Dallas Mavericks,97,Golden State Warriors,112,"['Box Score', '/boxscores/201712140GSW.html']",,"19,596",
"Fri, Dec 15, 2017",7:00p,Miami Heat,104,Charlotte Hornets,98,"['Box Score', '/boxscores/201712150CHO.html']",,"15,565",
"Fri, Dec 15, 2017",7:00p,Detroit Pistons,104,Indiana Pacers,98,"['Box Score', '/boxscores/201712150IND.html']",,"14,687",
"Fri, Dec 15, 2017",7:00p,Portland Trail Blazers,95,Orlando Magic,88,"['Box Score', '/boxscores/201712150ORL.html']",,"16,963",
"Fri, Dec 15, 2017",7:00p,Oklahoma City Thunder,119,Philadelphia 76ers,117,"['Box Score', '/boxscores/201712150PHI.html']",3OT,"20,612",
"Fri, Dec 15, 2017",7:00p,Los Angeles Clippers,91,Washington Wizards,100,"['Box Score', '/boxscores/201712150WAS.html']",,"15,442",
"Fri, Dec 15, 2017",7:30p,Utah Jazz,107,Boston Celtics,95,"['Box Score', '/boxscores/201712150BOS.html']",,"18,624",
"Fri, Dec 15, 2017",7:30p,Brooklyn Nets,87,Toronto Raptors,120,"['Box Score', '/boxscores/201712150TOR.html']",,"19,800",
"Fri, Dec 15, 2017",8:00p,Atlanta Hawks,94,Memphis Grizzlies,96,"['Box Score', '/boxscores/201712150MEM.html']",,"15,803",
"Fri, Dec 15, 2017",8:00p,Chicago Bulls,115,Milwaukee Bucks,109,"['Box Score', '/boxscores/201712150MIL.html']",,"16,921",
"Fri, Dec 15, 2017",9:00p,New Orleans Pelicans,111,Denver Nuggets,117,"['Box Score', '/boxscores/201712150DEN.html']",OT,"17,584",
"Fri, Dec 15, 2017",9:30p,San Antonio Spurs,109,Houston Rockets,124,"['Box Score', '/boxscores/201712150HOU.html']",,"18,055",
"Sat, Dec 16, 2017",7:00p,Portland Trail Blazers,93,Charlotte Hornets,91,"['Box Score', '/boxscores/201712160CHO.html']",,"16,687",
"Sat, Dec 16, 2017",7:30p,Utah Jazz,100,Cleveland Cavaliers,109,"['Box Score', '/boxscores/201712160CLE.html']",,"20,562",
"Sat, Dec 16, 2017",7:30p,Oklahoma City Thunder,96,New York Knicks,111,"['Box Score', '/boxscores/201712160NYK.html']",,"19,812",
"Sat, Dec 16, 2017",8:00p,Milwaukee Bucks,111,Houston Rockets,115,"['Box Score', '/boxscores/201712160HOU.html']",,"18,055",
"Sat, Dec 16, 2017",8:00p,Los Angeles Clippers,85,Miami Heat,90,"['Box Score', '/boxscores/201712160MIA.html']",,"19,600",
"Sat, Dec 16, 2017",8:00p,Phoenix Suns,108,Minnesota Timberwolves,106,"['Box Score', '/boxscores/201712160MIN.html']",,"18,109",
"Sat, Dec 16, 2017",8:30p,Dallas Mavericks,96,San Antonio Spurs,98,"['Box Score', '/boxscores/201712160SAS.html']",,"18,418",
"Sat, Dec 16, 2017",9:00p,Boston Celtics,102,Memphis Grizzlies,93,"['Box Score', '/boxscores/201712160MEM.html']",,"17,794",
"Sun, Dec 17, 2017",3:30p,Sacramento Kings,93,Toronto Raptors,108,"['Box Score', '/boxscores/201712170TOR.html']",,"19,800",
"Sun, Dec 17, 2017",4:00p,Orlando Magic,110,Detroit Pistons,114,"['Box Score', '/boxscores/201712170DET.html']",,"16,312",
"Sun, Dec 17, 2017",6:00p,Indiana Pacers,109,Brooklyn Nets,97,"['Box Score', '/boxscores/201712170BRK.html']",,"13,934",
"Sun, Dec 17, 2017",6:00p,Cleveland Cavaliers,106,Washington Wizards,99,"['Box Score', '/boxscores/201712170WAS.html']",,"20,356",
"Mon, Dec 18, 2017",7:00p,New York Knicks,91,Charlotte Hornets,109,"['Box Score', '/boxscores/201712180CHO.html']",,"15,386",
"Mon, Dec 18, 2017",7:00p,Boston Celtics,112,Indiana Pacers,111,"['Box Score', '/boxscores/201712180IND.html']",,"16,055",
"Mon, Dec 18, 2017",7:30p,Miami Heat,104,Atlanta Hawks,110,"['Box Score', '/boxscores/201712180ATL.html']",,"14,227",
"Mon, Dec 18, 2017",8:00p,Philadelphia 76ers,115,Chicago Bulls,117,"['Box Score', '/boxscores/201712180CHI.html']",,"20,796",
"Mon, Dec 18, 2017",8:00p,Utah Jazz,99,Houston Rockets,120,"['Box Score', '/boxscores/201712180HOU.html']",,"18,055",
"Mon, Dec 18, 2017",8:00p,Portland Trail Blazers,107,Minnesota Timberwolves,108,"['Box Score', '/boxscores/201712180MIN.html']",,"14,187",
"Mon, Dec 18, 2017",8:00p,Denver Nuggets,94,Oklahoma City Thunder,95,"['Box Score', '/boxscores/201712180OKC.html']",,"18,203",
"Mon, Dec 18, 2017",8:30p,Phoenix Suns,97,Dallas Mavericks,91,"['Box Score', '/boxscores/201712180DAL.html']",,"19,245",
"Mon, Dec 18, 2017",8:30p,Los Angeles Clippers,91,San Antonio Spurs,109,"['Box Score', '/boxscores/201712180SAS.html']",,"18,418",
"Mon, Dec 18, 2017",10:30p,Golden State Warriors,116,Los Angeles Lakers,114,"['Box Score', '/boxscores/201712180LAL.html']",OT,"18,997",
"Tue, Dec 19, 2017",7:00p,Sacramento Kings,101,Philadelphia 76ers,95,"['Box Score', '/boxscores/201712190PHI.html']",,"20,558",
"Tue, Dec 19, 2017",7:00p,New Orleans Pelicans,106,Washington Wizards,116,"['Box Score', '/boxscores/201712190WAS.html']",,"16,529",
"Tue, Dec 19, 2017",8:00p,Cleveland Cavaliers,116,Milwaukee Bucks,119,"['Box Score', '/boxscores/201712190MIL.html']",,"18,717",
"Wed, Dec 20, 2017",7:00p,Toronto Raptors,129,Charlotte Hornets,111,"['Box Score', '/boxscores/201712200CHO.html']",,"15,023",
"Wed, Dec 20, 2017",7:30p,Indiana Pacers,105,Atlanta Hawks,95,"['Box Score', '/boxscores/201712200ATL.html']",,"14,830",
"Wed, Dec 20, 2017",7:30p,Miami Heat,90,Boston Celtics,89,"['Box Score', '/boxscores/201712200BOS.html']",,"18,624",
"Wed, Dec 20, 2017",7:30p,Sacramento Kings,104,Brooklyn Nets,99,"['Box Score', '/boxscores/201712200BRK.html']",,"13,179",
"Wed, Dec 20, 2017",8:00p,Orlando Magic,94,Chicago Bulls,112,"['Box Score', '/boxscores/201712200CHI.html']",,"20,285",
"Wed, Dec 20, 2017",8:00p,Los Angeles Lakers,122,Houston Rockets,116,"['Box Score', '/boxscores/201712200HOU.html']",,"18,055",
"Wed, Dec 20, 2017",8:00p,Utah Jazz,79,Oklahoma City Thunder,107,"['Box Score', '/boxscores/201712200OKC.html']",,"18,203",
"Wed, Dec 20, 2017",8:30p,Detroit Pistons,93,Dallas Mavericks,110,"['Box Score', '/boxscores/201712200DAL.html']",,"19,580",
"Wed, Dec 20, 2017",9:00p,Minnesota Timberwolves,112,Denver Nuggets,104,"['Box Score', '/boxscores/201712200DEN.html']",,"17,002",
"Wed, Dec 20, 2017",10:00p,San Antonio Spurs,93,Portland Trail Blazers,91,"['Box Score', '/boxscores/201712200POR.html']",,"19,393",
"Wed, Dec 20, 2017",10:30p,Memphis Grizzlies,84,Golden State Warriors,97,"['Box Score', '/boxscores/201712200GSW.html']",,"19,596",
"Wed, Dec 20, 2017",10:30p,Phoenix Suns,95,Los Angeles Clippers,108,"['Box Score', '/boxscores/201712200LAC.html']",,"17,151",
"Thu, Dec 21, 2017",7:00p,Chicago Bulls,112,Cleveland Cavaliers,115,"['Box Score', '/boxscores/201712210CLE.html']",,"20,562",
"Thu, Dec 21, 2017",7:00p,Toronto Raptors,114,Philadelphia 76ers,109,"['Box Score', '/boxscores/201712210PHI.html']",,"20,680",
"Thu, Dec 21, 2017",8:00p,Boston Celtics,93,New York Knicks,102,"['Box Score', '/boxscores/201712210NYK.html']",,"19,812",
"Thu, Dec 21, 2017",9:00p,Memphis Grizzlies,95,Phoenix Suns,97,"['Box Score', '/boxscores/201712210PHO.html']",,"16,339",
"Thu, Dec 21, 2017",10:30p,San Antonio Spurs,89,Utah Jazz,100,"['Box Score', '/boxscores/201712210UTA.html']",,"18,306",
"Fri, Dec 22, 2017",7:00p,New York Knicks,101,Detroit Pistons,104,"['Box Score', '/boxscores/201712220DET.html']",,"16,922",
"Fri, Dec 22, 2017",7:00p,New Orleans Pelicans,111,Orlando Magic,97,"['Box Score', '/boxscores/201712220ORL.html']",,"18,846",
"Fri, Dec 22, 2017",7:30p,Washington Wizards,84,Brooklyn Nets,119,"['Box Score', '/boxscores/201712220BRK.html']",,"15,589",
"Fri, Dec 22, 2017",8:00p,Los Angeles Clippers,128,Houston Rockets,118,"['Box Score', '/boxscores/201712220HOU.html']",,"18,055",
"Fri, Dec 22, 2017",8:00p,Dallas Mavericks,101,Miami Heat,113,"['Box Score', '/boxscores/201712220MIA.html']",,"19,600",
"Fri, Dec 22, 2017",8:00p,Charlotte Hornets,104,Milwaukee Bucks,109,"['Box Score', '/boxscores/201712220MIL.html']",,"17,018",
"Fri, Dec 22, 2017",8:00p,Atlanta Hawks,117,Oklahoma City Thunder,120,"['Box Score', '/boxscores/201712220OKC.html']",,"18,203",
"Fri, Dec 22, 2017",10:00p,Denver Nuggets,102,Portland Trail Blazers,85,"['Box Score', '/boxscores/201712220POR.html']",,"19,473",
"Fri, Dec 22, 2017",10:30p,Los Angeles Lakers,106,Golden State Warriors,113,"['Box Score', '/boxscores/201712220GSW.html']",,"19,596",
"Sat, Dec 23, 2017",5:00p,Philadelphia 76ers,86,Toronto Raptors,102,"['Box Score', '/boxscores/201712230TOR.html']",,"19,800",
"Sat, Dec 23, 2017",7:00p,Milwaukee Bucks,106,Charlotte Hornets,111,"['Box Score', '/boxscores/201712230CHO.html']",,"18,363",
"Sat, Dec 23, 2017",7:00p,Brooklyn Nets,119,Indiana Pacers,123,"['Box Score', '/boxscores/201712230IND.html']",OT,"17,107",
"Sat, Dec 23, 2017",7:00p,Orlando Magic,103,Washington Wizards,130,"['Box Score', '/boxscores/201712230WAS.html']",,"17,218",
"Sat, Dec 23, 2017",7:30p,Dallas Mavericks,107,Atlanta Hawks,112,"['Box Score', '/boxscores/201712230ATL.html']",,"13,402",
"Sat, Dec 23, 2017",7:30p,Chicago Bulls,92,Boston Celtics,117,"['Box Score', '/boxscores/201712230BOS.html']",,"18,624",
"Sat, Dec 23, 2017",8:00p,Los Angeles Clippers,112,Memphis Grizzlies,115,"['Box Score', '/boxscores/201712230MEM.html']",,"16,844",
"Sat, Dec 23, 2017",8:00p,New Orleans Pelicans,109,Miami Heat,94,"['Box Score', '/boxscores/201712230MIA.html']",,"19,600",
"Sat, Dec 23, 2017",8:00p,Oklahoma City Thunder,103,Utah Jazz,89,"['Box Score', '/boxscores/201712230UTA.html']",,"18,306",
"Sat, Dec 23, 2017",8:30p,Denver Nuggets,96,Golden State Warriors,81,"['Box Score', '/boxscores/201712230GSW.html']",,"19,596",
"Sat, Dec 23, 2017",9:00p,Minnesota Timberwolves,115,Phoenix Suns,106,"['Box Score', '/boxscores/201712230PHO.html']",,"16,482",
"Sat, Dec 23, 2017",9:30p,Portland Trail Blazers,95,Los Angeles Lakers,92,"['Box Score', '/boxscores/201712230LAL.html']",,"18,997",
"Sat, Dec 23, 2017",10:00p,San Antonio Spurs,108,Sacramento Kings,99,"['Box Score', '/boxscores/201712230SAC.html']",,"17,583",
"Mon, Dec 25, 2017",12:00p,Philadelphia 76ers,105,New York Knicks,98,"['Box Score', '/boxscores/201712250NYK.html']",,"19,812",
"Mon, Dec 25, 2017",3:00p,Cleveland Cavaliers,92,Golden State Warriors,99,"['Box Score', '/boxscores/201712250GSW.html']",,"19,596",
"Mon, Dec 25, 2017",5:30p,Washington Wizards,111,Boston Celtics,103,"['Box Score', '/boxscores/201712250BOS.html']",,"18,624",
"Mon, Dec 25, 2017",8:00p,Houston Rockets,107,Oklahoma City Thunder,112,"['Box Score', '/boxscores/201712250OKC.html']",,"18,203",
"Mon, Dec 25, 2017",10:30p,Minnesota Timberwolves,121,Los Angeles Lakers,104,"['Box Score', '/boxscores/201712250LAL.html']",,"18,997",
"Tue, Dec 26, 2017",7:00p,Toronto Raptors,93,Dallas Mavericks,98,"['Box Score', '/boxscores/201712260DAL.html']",,"20,005",
"Tue, Dec 26, 2017",7:00p,Indiana Pacers,83,Detroit Pistons,107,"['Box Score', '/boxscores/201712260DET.html']",,"20,491",
"Tue, Dec 26, 2017",7:30p,Orlando Magic,89,Miami Heat,107,"['Box Score', '/boxscores/201712260MIA.html']",,"19,600",
"Tue, Dec 26, 2017",8:00p,Chicago Bulls,115,Milwaukee Bucks,106,"['Box Score', '/boxscores/201712260MIL.html']",,"18,717",
"Tue, Dec 26, 2017",8:30p,Brooklyn Nets,97,San Antonio Spurs,109,"['Box Score', '/boxscores/201712260SAS.html']",,"18,492",
"Tue, Dec 26, 2017",9:00p,Utah Jazz,83,Denver Nuggets,107,"['Box Score', '/boxscores/201712260DEN.html']",,"17,104",
"Tue, Dec 26, 2017",9:00p,Memphis Grizzlies,97,Phoenix Suns,99,"['Box Score', '/boxscores/201712260PHO.html']",,"17,105",
"Tue, Dec 26, 2017",10:30p,Sacramento Kings,95,Los Angeles Clippers,122,"['Box Score', '/boxscores/201712260LAC.html']",,"16,393",
"Wed, Dec 27, 2017",7:00p,Boston Celtics,102,Charlotte Hornets,91,"['Box Score', '/boxscores/201712270CHO.html']",,"19,611",
"Wed, Dec 27, 2017",7:00p,Dallas Mavericks,98,Indiana Pacers,94,"['Box Score', '/boxscores/201712270IND.html']",,"17,923",
"Wed, Dec 27, 2017",7:30p,Washington Wizards,99,Atlanta Hawks,113,"['Box Score', '/boxscores/201712270ATL.html']",,"15,763",
"Wed, Dec 27, 2017",8:00p,New York Knicks,87,Chicago Bulls,92,"['Box Score', '/boxscores/201712270CHI.html']",,"21,883",
"Wed, Dec 27, 2017",8:00p,Denver Nuggets,125,Minnesota Timberwolves,128,"['Box Score', '/boxscores/201712270MIN.html']",OT,"18,978",
"Wed, Dec 27, 2017",8:00p,Brooklyn Nets,113,New Orleans Pelicans,128,"['Box Score', '/boxscores/201712270NOP.html']",,"16,707",
"Wed, Dec 27, 2017",8:00p,Toronto Raptors,107,Oklahoma City Thunder,124,"['Box Score', '/boxscores/201712270OKC.html']",,"18,203",
"Wed, Dec 27, 2017",10:00p,Cleveland Cavaliers,95,Sacramento Kings,109,"['Box Score', '/boxscores/201712270SAC.html']",,"17,583",
"Wed, Dec 27, 2017",10:30p,Utah Jazz,101,Golden State Warriors,126,"['Box Score', '/boxscores/201712270GSW.html']",,"19,596",
"Wed, Dec 27, 2017",10:30p,Memphis Grizzlies,109,Los Angeles Lakers,99,"['Box Score', '/boxscores/201712270LAL.html']",,"18,997",
"Thu, Dec 28, 2017",7:00p,Detroit Pistons,89,Orlando Magic,102,"['Box Score', '/boxscores/201712280ORL.html']",,"18,846",
"Thu, Dec 28, 2017",8:00p,Houston Rockets,98,Boston Celtics,99,"['Box Score', '/boxscores/201712280BOS.html']",,"18,624",
"Thu, Dec 28, 2017",8:00p,Minnesota Timberwolves,96,Milwaukee Bucks,102,"['Box Score', '/boxscores/201712280MIL.html']",,"18,717",
"Thu, Dec 28, 2017",8:30p,New York Knicks,107,San Antonio Spurs,119,"['Box Score', '/boxscores/201712280SAS.html']",,"18,935",
"Thu, Dec 28, 2017",10:30p,Philadelphia 76ers,110,Portland Trail Blazers,114,"['Box Score', '/boxscores/201712280POR.html']",,"20,104",
"Fri, Dec 29, 2017",7:00p,Houston Rockets,103,Washington Wizards,121,"['Box Score', '/boxscores/201712290WAS.html']",,"20,356",
"Fri, Dec 29, 2017",7:30p,Atlanta Hawks,98,Toronto Raptors,111,"['Box Score', '/boxscores/201712290TOR.html']",,"19,800",
"Fri, Dec 29, 2017",8:00p,Indiana Pacers,107,Chicago Bulls,119,"['Box Score', '/boxscores/201712290CHI.html']",,"21,178",
"Fri, Dec 29, 2017",8:00p,Brooklyn Nets,111,Miami Heat,87,"['Box Score', '/boxscores/201712290MIA.html']",,"19,600",
"Fri, Dec 29, 2017",8:00p,Dallas Mavericks,128,New Orleans Pelicans,120,"['Box Score', '/boxscores/201712290NOP.html']",,"16,878",
"Fri, Dec 29, 2017",8:00p,Milwaukee Bucks,97,Oklahoma City Thunder,95,"['Box Score', '/boxscores/201712290OKC.html']",,"18,203",
"Fri, Dec 29, 2017",10:00p,Phoenix Suns,111,Sacramento Kings,101,"['Box Score', '/boxscores/201712290SAC.html']",,"17,583",
"Fri, Dec 29, 2017",10:30p,Charlotte Hornets,111,Golden State Warriors,100,"['Box Score', '/boxscores/201712290GSW.html']",,"19,596",
"Fri, Dec 29, 2017",10:30p,Los Angeles Clippers,121,Los Angeles Lakers,106,"['Box Score', '/boxscores/201712290LAL.html']",,"18,997",
"Sat, Dec 30, 2017",7:00p,San Antonio Spurs,79,Detroit Pistons,93,"['Box Score', '/boxscores/201712300DET.html']",,"19,671",
"Sat, Dec 30, 2017",7:00p,New York Knicks,105,New Orleans Pelicans,103,"['Box Score', '/boxscores/201712300NOP.html']",,"16,947",
"Sat, Dec 30, 2017",7:00p,Miami Heat,117,Orlando Magic,111,"['Box Score', '/boxscores/201712300ORL.html']",,"18,846",
"Sat, Dec 30, 2017",7:30p,Portland Trail Blazers,89,Atlanta Hawks,104,"['Box Score', '/boxscores/201712300ATL.html']",,"15,877",
"Sat, Dec 30, 2017",8:00p,Cleveland Cavaliers,101,Utah Jazz,104,"['Box Score', '/boxscores/201712300UTA.html']",,"18,306",
"Sat, Dec 30, 2017",8:30p,Memphis Grizzlies,128,Golden State Warriors,141,"['Box Score', '/boxscores/201712300GSW.html']",,"19,596",
"Sat, Dec 30, 2017",9:00p,Philadelphia 76ers,107,Denver Nuggets,102,"['Box Score', '/boxscores/201712300DEN.html']",,"19,599",
"Sun, Dec 31, 2017",3:30p,Chicago Bulls,110,Washington Wizards,114,"['Box Score', '/boxscores/201712310WAS.html']",,"20,356",
"Sun, Dec 31, 2017",5:00p,Minnesota Timberwolves,107,Indiana Pacers,90,"['Box Score', '/boxscores/201712310IND.html']",,"17,923",
"Sun, Dec 31, 2017",5:30p,Brooklyn Nets,105,Boston Celtics,108,"['Box Score', '/boxscores/201712310BOS.html']",,"18,624",
"Sun, Dec 31, 2017",7:00p,Los Angeles Lakers,142,Houston Rockets,148,"['Box Score', '/boxscores/201712310HOU.html']",2OT,"18,179",
"Sun, Dec 31, 2017",7:00p,Charlotte Hornets,98,Los Angeles Clippers,106,"['Box Score', '/boxscores/201712310LAC.html']",,"17,348",
"Sun, Dec 31, 2017",7:00p,Dallas Mavericks,116,Oklahoma City Thunder,113,"['Box Score', '/boxscores/201712310OKC.html']",,"18,203",
"Sun, Dec 31, 2017",7:00p,Memphis Grizzlies,114,Sacramento Kings,96,"['Box Score', '/boxscores/201712310SAC.html']",,"17,583",
"Sun, Dec 31, 2017",8:00p,Philadelphia 76ers,123,Phoenix Suns,110,"['Box Score', '/boxscores/201712310PHO.html']",,"16,983",
"Mon, Jan 1, 2018",7:30p,Orlando Magic,95,Brooklyn Nets,98,"['Box Score', '/boxscores/201801010BRK.html']",,"16,164",
"Mon, Jan 1, 2018",7:30p,Milwaukee Bucks,127,Toronto Raptors,131,"['Box Score', '/boxscores/201801010TOR.html']",OT,"19,800",
"Mon, Jan 1, 2018",8:00p,Portland Trail Blazers,124,Chicago Bulls,120,"['Box Score', '/boxscores/201801010CHI.html']",OT,"20,860",
"Mon, Jan 1, 2018",8:00p,Los Angeles Lakers,96,Minnesota Timberwolves,114,"['Box Score', '/boxscores/201801010MIN.html']",,"18,978",
"Tue, Jan 2, 2018",7:00p,Portland Trail Blazers,110,Cleveland Cavaliers,127,"['Box Score', '/boxscores/201801020CLE.html']",,"20,562",
"Tue, Jan 2, 2018",7:30p,San Antonio Spurs,100,New York Knicks,91,"['Box Score', '/boxscores/201801020NYK.html']",,"19,812",
"Tue, Jan 2, 2018",9:00p,Atlanta Hawks,103,Phoenix Suns,104,"['Box Score', '/boxscores/201801020PHO.html']",,"15,921",
"Tue, Jan 2, 2018",10:00p,Charlotte Hornets,131,Sacramento Kings,111,"['Box Score', '/boxscores/201801020SAC.html']",,"17,583",
"Tue, Jan 2, 2018",10:30p,Memphis Grizzlies,105,Los Angeles Clippers,113,"['Box Score', '/boxscores/201801020LAC.html']",,"15,711",
"Wed, Jan 3, 2018",7:00p,Houston Rockets,116,Orlando Magic,98,"['Box Score', '/boxscores/201801030ORL.html']",,"18,588",
"Wed, Jan 3, 2018",7:00p,San Antonio Spurs,106,Philadelphia 76ers,112,"['Box Score', '/boxscores/201801030PHI.html']",,"20,642",
"Wed, Jan 3, 2018",7:00p,New York Knicks,103,Washington Wizards,121,"['Box Score', '/boxscores/201801030WAS.html']",,"17,206",
"Wed, Jan 3, 2018",7:30p,Minnesota Timberwolves,97,Brooklyn Nets,98,"['Box Score', '/boxscores/201801030BRK.html']",,"16,215",
"Wed, Jan 3, 2018",7:30p,Detroit Pistons,104,Miami Heat,111,"['Box Score', '/boxscores/201801030MIA.html']",,"19,600",
"Wed, Jan 3, 2018",8:00p,Cleveland Cavaliers,88,Boston Celtics,102,"['Box Score', '/boxscores/201801030BOS.html']",,"18,624",
"Wed, Jan 3, 2018",8:00p,Toronto Raptors,124,Chicago Bulls,115,"['Box Score', '/boxscores/201801030CHI.html']",,"20,056",
"Wed, Jan 3, 2018",8:00p,Indiana Pacers,101,Milwaukee Bucks,122,"['Box Score', '/boxscores/201801030MIL.html']",,"15,613",
